Timestamp (EST),baseline.out.electricity.ceiling_fan.energy_consumption.kwh,baseline.out.electricity.clothes_dryer.energy_consumption.kwh,baseline.out.electricity.clothes_washer.energy_consumption.kwh,baseline.out.electricity.cooling.energy_consumption.kwh,baseline.out.electricity.cooling_fans-pumps.energy_consumption.kwh,baseline.out.electricity.dishwasher.energy_consumption.kwh,baseline.out.electricity.freezer.energy_consumption.kwh,baseline.out.electricity.heating.energy_consumption.kwh,baseline.out.electricity.heating_fans-pumps.energy_consumption.kwh,baseline.out.electricity.heating_hp-bkup.energy_consumption.kwh,baseline.out.electricity.heating_hp-bkup-fa.energy_consumption.kwh,baseline.out.electricity.hot_water.energy_consumption.kwh,baseline.out.electricity.lighting_exterior.energy_consumption.kwh,baseline.out.electricity.lighting_garage.energy_consumption.kwh,baseline.out.electricity.lighting_interior.energy_consumption.kwh,baseline.out.electricity.mech_vent.energy_consumption.kwh,baseline.out.electricity.permanent_spa-heat.energy_consumption.kwh,baseline.out.electricity.permanent_spa-pump.energy_consumption.kwh,baseline.out.electricity.plug_loads.energy_consumption.kwh,baseline.out.electricity.pool_heater.energy_consumption.kwh,baseline.out.electricity.pool_pump.energy_consumption.kwh,baseline.out.electricity.range_oven.energy_consumption.kwh,baseline.out.electricity.refrigerator.energy_consumption.kwh,baseline.out.electricity.well_pump.energy_consumption.kwh,Total_Sum,Average kW
12:15 a.m.,18292.137387107174,74863.1864069166,1455.9839245370474,239716.08422423157,47314.24839252243,6587.522538384028,15497.123555728547,787844.2510713557,26711.223324947216,4233.230837291729,154.13188497656506,326595.41289360414,30671.667258197707,1057.7379959451562,74407.92844673466,3613.464069894696,5735.337129141168,7079.201460931504,530814.7889042774,1081.625263999132,7585.595266150758,14226.963857497334,113637.00805088977,12715.24568708848,2351891.099832351,0.9008166613726623
12:30 a.m.,18040.98331389494,62943.521035607424,1191.6857498232991,219841.05518830655,43130.71283929803,5177.994670423505,15497.123555728547,825931.2018507974,27940.225301015013,4658.000993000456,168.22822169530045,291051.2475556743,30671.667258197707,1049.037658790232,73106.74378570252,3613.464069894696,5735.337129141168,7079.201460931504,528195.8572004448,1081.625263999132,7585.595266150758,12164.251463151808,113637.00805088977,12715.24568708848,2312207.0145696476,0.8856169417944366
12:45 a.m.,17562.383382748594,53120.92991408637,1031.5881519051447,217239.99620701105,42556.24642419686,4110.571547056127,15497.123555728544,848746.9122900373,28742.82123010356,5037.706820526949,181.31535185911477,254072.8450667133,30671.667258197707,1031.7916209686366,70564.43853118096,3613.464069894696,5735.337129141168,7079.201460931503,523196.4107026165,1081.625263999132,7585.595266150759,11051.86981551521,113637.0080508898,12715.245687088482,2275864.0947985477,0.8716969487917544
1:00 a.m.,17398.50939901199,44015.93348568932,827.5086812225285,207951.60904230765,40611.96930232884,3294.13158288757,15497.123555728544,879461.9265975194,29912.89856538401,5470.0053315848845,196.7871394470569,226155.68501873605,30671.667258197707,1025.5166350505392,69680.64216823394,3613.464069894696,5735.337129141168,7079.201460931503,521463.39957875386,1081.625263999132,7585.595266150759,9615.996773213725,113637.0080508898,12715.245687088482,2254698.787043393,0.8635902546211432
1:15 a.m.,16693.790228225487,36471.0890035748,670.454980494217,223750.4121090939,44136.38717127682,2593.0016063812777,15359.871464259268,871586.151891779,29584.09255878068,5410.462144844543,196.05465081848536,201012.65473746072,30117.246615231743,971.125284997818,61771.76711524455,3573.348109336584,6928.202999532729,8488.940936718076,513297.51054352376,1081.8694268753227,7587.719483173619,8449.51677097583,111976.0086979774,6786.409478566297,2208494.088009143,0.8458930224972881
1:30 a.m.,16581.581109090803,30953.87071049718,526.4721324046395,205182.46019828,40166.24183308044,2134.5451125207915,15359.871464259268,905805.1801905226,30782.64742418749,5815.723686745649,209.9963510489668,179300.30005820133,30117.246615231747,970.6206817203574,61537.73699841585,3573.348109336584,6928.202999532728,8488.940936718076,512187.48913702345,1081.8694268753222,7587.719483173618,7487.913838149442,111976.00869797742,6786.409478566297,2191542.39667356,0.8394002193251395
1:45 a.m.,16421.14982190846,25130.24428532551,425.9421375144435,203945.83220171256,39919.62105060286,1957.0549790553275,15359.87146425927,925497.4207585691,31512.368873495703,6167.700750299431,222.21263362103477,161118.57312370773,30117.246615231743,969.5138100149604,61181.27547670272,3573.348109336583,6928.20299953273,8488.940936718076,510580.2381719239,1081.8694268753225,7587.71948317362,6790.405610973312,111976.0086979774,6786.409478566298,2183739.170897098,0.8364114432749258
2:00 a.m.,16361.020644265243,20451.009260859,323.8495002166279,195866.433795992,38201.52827847527,1879.443739476888,15359.871464259268,951273.4677126564,32433.65237670049,6587.0260738691095,237.12284659373867,149992.41268373033,30117.246615231747,969.1801207508338,61054.32705860873,3573.348109336583,6928.202999532729,8488.940936718074,509971.10876716615,1081.8694268753227,7587.719483173619,6369.51764499601,111976.0086979774,6786.409478566297,2183870.7177160275,0.8364618280764375
2:15 a.m.,16167.057655419392,17161.76907425779,269.157015949941,201432.20794638092,39445.36721865285,1781.9495030139938,15359.871464259268,988700.2753237416,33551.340497512945,8106.427236115388,279.9734313651831,139737.76721402758,29950.401983168187,965.2979310194032,59163.065835924215,3426.508555595578,5818.328090758341,7187.0644808699535,507025.51155127794,1081.8694268753225,7587.719483173618,6055.2800233387525,107667.45361338348,5455.013730986789,2203376.6782870684,0.843932962381816
2:30 a.m.,16099.131543263144,14439.589028846623,266.3410041112097,188215.638903136,36577.31613224292,1689.2245813993552,15359.871464259268,998000.4148615528,34018.310136989945,8275.265865001162,289.32486952328185,131639.16946747538,29950.401983168184,965.2816534943238,59152.58310977307,3426.508555595578,5818.328090758342,7187.064480869952,506440.69263022667,1081.8694268753227,7587.71948317362,5757.995444051659,107667.4536133835,5455.013730986789,2185360.510060158,0.8370324453833673
2:45 a.m.,16029.056797796437,12016.736392120005,249.461210603902,186795.2864809977,36228.6352675177,1587.7749063421752,15359.871464259268,1028789.0686924952,35081.83479310079,8967.549006626818,313.11447242678275,124109.316585959,29950.401983168176,965.224682156546,59138.05541863974,3426.5085555955784,5818.328090758341,7187.064480869953,505820.868891492,1081.8694268753225,7587.719483173619,5625.691720206527,107667.45361338348,5455.01373098679,2205251.9061475517,0.8446512084352639
3:00 a.m.,15997.388872754504,10172.688130928218,222.60329422293964,180124.1869900939,34805.08431170129,1418.488645516716,15359.871464259268,1051309.9850137846,35930.878640003306,9334.037483788858,328.7734515531377,121172.15112806206,29950.401983168187,965.224682156546,59132.71639041373,3426.508555595578,5818.328090758343,7187.064480869953,505547.5611066464,1081.8694268753225,7587.719483173618,5764.807588297372,107667.45361338348,5455.013730986788,2215760.8065589946,0.8486763066143456
3:15 a.m.,15949.256231094783,8691.067104391157,215.39235061277824,187238.85717817303,36092.376105078256,1255.7947823484012,15359.871464259268,1089926.3216026209,37242.244892972674,10772.726537929077,372.3890800033128,117064.0049322428,29944.46068651422,965.0537681432128,59046.9094169578,3193.129539770093,6928.202999532728,8488.940936718074,504622.2163609341,1426.7657670195777,10008.049103512922,6108.39358767274,106009.07494200856,4273.232855174254,2261194.7322256844,0.8660783186526746
3:30 a.m.,15915.350146354436,7692.107251507614,228.3004280007196,174718.15233207127,33454.29389298969,1148.2328966239177,15359.87146425927,1096678.8412739723,37592.43956753028,10625.01613659632,373.7238370598212,115563.160148587,29944.460686514216,965.0537681432126,59046.9094169578,3193.1295397700937,6928.202999532728,8488.940936718076,504364.1280620385,1426.7657670195774,10008.049103512923,7164.821242849003,106009.07494200858,4273.232855174254,2251162.2586957915,0.8622357005522225
3:45 a.m.,15921.576299697304,6998.416103962595,293.74421758233103,173856.69687229572,33260.32276538137,1054.1650791902323,15359.87146425927,1125752.828751816,38615.57968391921,11285.851099768634,396.5449272210994,119794.78764965844,29944.46068651422,965.0537681432128,59046.9094169578,3193.129539770093,6928.202999532729,8488.940936718074,504418.3322205528,1426.7657670195777,10008.049103512923,9218.304280474526,106009.07494200858,4273.232855174253,2286510.8414311307,0.8757748445568805
4:00 a.m.,15917.938272842071,6862.010443797463,451.6117945646116,168032.48445622146,32057.356690678054,1052.9605423343587,15359.87146425927,1146744.1704576854,39430.212842803936,11695.702903742109,411.83766203316856,131247.39385510262,29944.460686514216,965.0537681432126,59046.9094169578,3193.1295397700937,6928.202999532728,8488.940936718076,504385.9318068821,1426.7657670195774,10008.049103512923,13821.873229609568,106009.07494200858,4273.232855174254,2317755.1764379074,0.8877419877420475
4:15 a.m.,16133.053905528566,7760.798407342555,550.3919555087754,156813.3956255664,29508.898531676477,1131.287993016292,15359.87146425927,1219213.6654140565,41720.24087488284,13144.158472929956,456.7717700147724,133791.24547450666,30111.30531857777,965.0537681432126,59362.8317624608,3651.057014065504,11101.272104131102,13536.48752115548,508026.5386498466,2821.236924281683,20066.30623313314,17274.572323057837,102332.7877640721,4459.431464557185,2409292.6607367713,0.9228024933081568
