Timestamp (EST),baseline.out.electricity.ceiling_fan.energy_consumption.kwh,baseline.out.electricity.clothes_dryer.energy_consumption.kwh,baseline.out.electricity.clothes_washer.energy_consumption.kwh,baseline.out.electricity.cooling.energy_consumption.kwh,baseline.out.electricity.cooling_fans-pumps.energy_consumption.kwh,baseline.out.electricity.dishwasher.energy_consumption.kwh,baseline.out.electricity.freezer.energy_consumption.kwh,baseline.out.electricity.heating.energy_consumption.kwh,baseline.out.electricity.heating_fans-pumps.energy_consumption.kwh,baseline.out.electricity.heating_hp-bkup.energy_consumption.kwh,baseline.out.electricity.heating_hp-bkup-fa.energy_consumption.kwh,baseline.out.electricity.hot_water.energy_consumption.kwh,baseline.out.electricity.lighting_exterior.energy_consumption.kwh,baseline.out.electricity.lighting_garage.energy_consumption.kwh,baseline.out.electricity.lighting_interior.energy_consumption.kwh,baseline.out.electricity.mech_vent.energy_consumption.kwh,baseline.out.electricity.permanent_spa-heat.energy_consumption.kwh,baseline.out.electricity.permanent_spa-pump.energy_consumption.kwh,baseline.out.electricity.plug_loads.energy_consumption.kwh,baseline.out.electricity.pool_heater.energy_consumption.kwh,baseline.out.electricity.pool_pump.energy_consumption.kwh,baseline.out.electricity.range_oven.energy_consumption.kwh,baseline.out.electricity.refrigerator.energy_consumption.kwh,baseline.out.electricity.well_pump.energy_consumption.kwh,Total_Sum,Average kW
12:15 a.m.,17048.231980368473,57538.59135024531,1133.0866595375635,534951.0100327677,108289.74719526085,5365.497109565291,17554.13881629674,226535.2077241057,7283.536217465775,97.59027386086156,3.649963706964316,272320.4029245934,23955.4350735052,1040.290116812577,71993.39796599704,3606.1052720983994,6651.470152118756,7260.484257740469,507749.6134563453,918.3779649781196,6456.651236745884,12323.168940501702,125697.12214830711,9986.05681067026,2025758.8636435953,0.7759021395266051
12:30 a.m.,16903.982723451732,48122.22322977333,921.472865079876,505107.678896652,102137.6156264077,4259.322624825622,17554.13881629674,240146.03171808564,7727.973964143743,123.19048013735784,4.667580316509668,239783.877945852,23955.4350735052,1033.2424910373784,70900.83935969425,3606.1052720983994,6651.470152118756,7260.484257740469,507093.5871453738,918.3779649781196,6456.651236745884,10779.797766115638,125697.12214830711,9986.05681067026,1957131.3461494078,0.749616563977714
12:45 a.m.,16638.822111200774,39618.463776807184,772.6148982290271,496900.39909935766,100470.1036357117,3476.136287933797,17554.138816296738,249620.14327360832,8088.664386872509,165.59397555328889,6.080469493399079,212828.3324962607,23955.435073505192,1019.0126786129924,68789.5035563079,3606.1052720983976,6651.470152118754,7260.484257740468,505868.6879195023,918.3779649781192,6456.651236745884,9735.78199510448,125697.1221483072,9986.05681067026,1916084.1822930172,0.7338947607417707
1:00 a.m.,16544.478118424882,32981.172976785034,621.2759652639975,480094.0739302037,97002.9576961713,2934.772661710295,17554.138816296738,260899.61602517456,8480.286990509605,200.2770408240742,7.695199981272696,191305.0431698429,23955.435073505192,1013.7311643089048,68028.89821608241,3606.1052720983976,6651.470152118754,7260.484257740468,505438.65659639554,918.3779649781192,6456.651236745884,8487.107544809962,125697.1221483072,9986.05681067026,1876125.8850289495,0.7185900130269979
1:15 a.m.,16122.663418686288,27422.631473372625,509.93525209233695,498499.97466879775,101232.44144718976,2528.718404337826,17554.13881629674,263366.5709883511,8521.286006803268,190.5297875144621,7.316747523177314,170844.6754172317,23581.742706327197,969.9568299892052,61286.07805063411,3548.87485037975,7477.001114044145,8215.277759241995,502091.4212156891,918.377964978119,6456.651236745886,7627.456991273623,122032.8361183144,5559.508659694226,1856566.0659255087,0.7110982499334301
1:30 a.m.,16059.04976550774,22510.61291920645,437.5246817767548,472144.3688758888,95677.12940475304,2166.2871003018186,17554.138816296745,275340.1003179004,8923.740760796525,206.57617173770615,7.846580964510845,152178.5507684507,23581.742706327183,969.5279172033632,61089.95557679447,3548.87485037975,7477.001114044144,8215.277759241995,501921.26058047474,918.3779649781192,6456.651236745883,6941.499295893813,122032.83611831442,5559.508659694226,1811918.4399436733,0.6939974048398628
1:45 a.m.,15972.728964843463,18852.020496197565,385.7187452908098,465576.183494715,94415.4782401732,1886.131360655747,17554.138816296738,284862.99019024434,9223.433057334943,222.97577825517257,8.410054624341742,140861.39256211274,23581.74270632719,968.9476234342836,60799.29567892258,3548.874850379751,7477.001114044145,8215.277759241995,501685.03896618617,918.3779649781194,6456.6512367458845,6216.77965875041,122032.8361183144,5559.508659694225,1797281.9340977634,0.6883913594191315
2:00 a.m.,15938.163640337414,15759.845252138097,314.73788426136525,450631.1884351292,91320.81361994486,1706.5262340983047,17554.13881629674,296579.48302031,9646.147632918228,240.72099351253365,9.0660388850404,130372.64996643637,23581.7427063272,968.7037318501776,60690.08270957088,3548.874850379749,7477.001114044143,8215.277759241995,501593.6553126382,918.3779649781192,6456.651236745884,5782.703099369634,122032.8361183144,5559.5086596942265,1776898.8967974228,0.6805842889255886
2:15 a.m.,15830.582221582808,13248.6870418559,259.0212723751013,454094.7685115088,92189.74046373184,1628.2370356003069,17211.302939535348,321137.9694707073,10348.950667710598,471.4256119674763,15.23901897930724,124643.30025360364,23578.26094371271,965.2976597273196,59139.12566591365,3387.612052957997,6721.273605500793,7351.733350414574,500590.3273858996,967.11423152618,6785.31617146516,5648.133815325544,119052.01840753364,4409.812142273572,1789675.249941409,0.6854778623501848
2:30 a.m.,15793.729362218914,11088.631792030716,243.80748355966705,434915.4959697689,88172.9469941629,1480.4303255775003,17211.30293953535,317267.4436711651,10329.42252087288,473.9654484640276,15.323119525550656,118138.95559708308,23578.260943712718,965.2724295634464,59132.14532057544,3387.612052957996,6721.273605500793,7351.7333504145745,500554.6182939647,967.11423152618,6785.3161714651615,5713.395839210433,119052.01840753364,4409.812142273572,1753750.0280126631,0.6717178551460963
2:45 a.m.,15757.414746350996,9314.404618206456,264.62236875491294,428294.1674534235,86835.03345424951,1324.692934043941,17211.30293953535,331694.875559114,10764.49146669932,501.7690890521013,16.525757336831525,114502.27136637057,23578.260943712718,965.2303792903244,59120.24509328204,3387.612052957997,6721.273605500793,7351.733350414575,500509.7674726533,967.11423152618,6785.316171465161,6224.853311189777,119052.01840753364,4409.812142273571,1755554.8089149378,0.6724091187454236
3:00 a.m.,15742.941042342509,8155.970054031128,256.4562057146772,415272.4930160428,84140.88086539623,1161.8406362981868,17211.302939535344,341204.47754515137,11143.280326979677,458.17977593413815,15.995923895497995,113577.43447944098,23578.260943712718,965.2471993995732,59116.28395755392,3387.612052957996,6721.273605500794,7351.733350414575,500492.1988685427,967.1142315261802,6785.31617146516,7138.336624376532,119052.01840753364,4409.812142273572,1748306.46036602,0.6696328706696658
3:15 a.m.,15739.795681912998,7375.819746858691,260.4509816612395,413751.10572444455,83768.52569690351,1037.1027061099508,15474.248207150336,367361.7490198547,11961.797303348363,635.3712168143942,22.000702897278,110955.31400844522,23579.253330158383,965.0537681432136,59090.81831215143,3269.4507854859958,8435.495039580375,9270.108860500051,500106.8838058736,1405.5724293662363,9804.778083242609,7945.626177821715,116458.86216466362,3704.881363661233,1772380.06511705,0.6788534949836801
3:30 a.m.,15722.891472118068,7047.137992030168,295.70593064647994,398072.2661184481,80493.82703733188,953.330151996882,15474.248207150333,362861.3689993316,11887.528110960802,512.5760092443804,18.779651976155108,110789.61070218185,23579.253330158383,965.0537681432136,59091.21358471878,3269.4507854859958,8435.495039580375,9270.108860500051,500114.94063820393,1405.572429366236,9804.778083242603,9280.343896977874,116458.86216466362,3704.8813636612326,1749509.2243281193,0.6700935509353614
3:45 a.m.,15736.036387495911,7182.018448095361,374.5586028043082,391906.9223537804,79237.52466749305,899.8085643675715,15474.248207150336,378041.4839560499,12379.045343425834,558.8144895690115,20.73078464900239,120558.7890241996,23579.253330158383,965.0537681432136,59096.24279738416,3269.4507854859958,8435.495039580377,9270.108860500051,500119.0699750248,1405.5724293662363,9804.778083242609,12669.81457200783,116458.86216466362,3704.8813636612326,1771148.5639982992,0.6783818078692772
4:00 a.m.,15736.852162794476,7539.336438919766,525.5947738028615,381142.27950609766,77000.56787818285,968.6700916316815,15474.248207150333,387957.35886088,12728.937256016956,563.9614429991085,21.07559688860041,127229.44251091644,23579.253330158383,965.0537681432136,59097.33610448531,3269.4507854859958,8435.495039580375,9270.108860500051,500121.3490998281,1405.572429366236,9804.778083242603,17169.866600400615,116458.86216466362,3704.8813636612326,1780170.3323557966,0.6818373076804962
4:15 a.m.,15937.280584601864,8699.873516751184,622.2851718189187,355608.23512933106,71596.57794860193,1126.7538884054334,15359.87146425927,427823.1034738064,13956.603389859876,686.1931769092914,25.33949458314168,136334.15082711948,23241.993319613044,973.1190105279578,61059.11590648701,3693.0231866409663,13165.351810583286,14447.927191068526,501040.84560207103,2728.095569317096,19125.09496984993,21699.866833310683,113240.50246102076,3910.717450591998,1826101.9213771303,0.6994299337492322
4:30 a.m.,15943.62176578861,10155.847403481095,751.4383806849347,352480.9899574881,70834.21490695994,1272.861767394122,15359.871464259264,418189.5456926609,13749.573075172444,613.4546144633597,23.35472169179701,149774.04887091427,23241.993319613044,973.3208518389416,61106.55702462291,3693.023186640965,13165.35181058329,14447.927191068522,501056.8835762396,2728.0955693170963,19125.09496984993,26060.480156031837,113240.50246102076,3910.7174505919975,1831898.7701883777,0.7016502312761893
4:45 a.m.,16056.005325733737,12734.706553489244,922.6755028911568,343889.85844702984,69060.74463805188,1505.8286905430132,15359.871464259266,434956.3940654087,14275.79019301751,650.3999844280928,24.784430977935116,166268.37783361462,23241.99331961305,976.869894890414,61820.23426004454,3693.023186640967,13165.35181058329,14447.927191068524,501277.2185973426,2728.0955693170968,19125.09496984994,32112.119982178672,113240.5024610207,3910.7174505919975,1865444.5858225864,0.7144988830036374
5:00 a.m.,16073.784181209596,15344.354913477116,1072.3408349859426,337431.844781435,67744.45334857763,1810.2894880534327,15359.871464259264,442877.6058546558,14578.459648892946,663.15803729322,25.331084528517337,186054.9151896142,23241.993319613044,977.2483473485096,61896.12659297462,3693.0231866409663,13165.35181058329,14447.927191068522,501306.51922765374,2728.0955693170963,19125.09496984993,39646.38515815999,113240.50246102076,3910.717450591997,1896415.3941118051,0.7263612605283006
5:15 a.m.,16806.602700956464,18223.06615106155,1344.1201602261704,315492.4007220408,63096.19092754005,2334.908695519871,15702.70734102062,486371.5489531791,15792.080991513229,1053.241600934062,36.457586796521454,213734.3981412688,20879.77717672823,1184.5141435654202,82011.0345317814,4002.9757498210834,17213.61570455643,18973.293483880567,505787.5308923767,5021.601565921332,35194.14429030657,48736.83002172021,114036.55618148785,4647.185934045624,2007676.7836482488,0.7689763771334218
5:30 a.m.,16828.166081013285,21824.02446972983,1742.0923551046449,315336.579229961,63021.34144138343,3003.5080381550383,15702.707341020616,472083.00911735086,15390.34109216304,824.9590782109299,30.62100888722828,242877.1296769033,20879.777176728225,1184.2534318720654,82272.83953223718,4002.9757498210847,17213.615704556432,18973.293483880567,505844.5678828395,5021.601565921331,35194.14429030657,60080.79107214595,114036.55618148786,4647.185934045624,2038016.0809357257,0.7805968745675275
5:45 a.m.,17283.78079028714,26839.638076758616,2207.2356562677382,309355.1717699819,61778.66336003603,3924.812702142429,15702.707341020618,488532.2938274831,15875.281661911831,873.6869347043656,31.89933719012824,281468.54076287657,20879.77717672822,1251.1974666818294,89170.08512069756,4002.9757498210847,17213.615704556432,18973.293483880567,507499.2629502874,5021.601565921331,35194.144290306576,75528.15233466207,114036.55618148786,4647.185934045624,2117291.560179738,0.810960811293339
6:00 a.m.,17305.150739087592,34184.02103943153,2698.3492061107995,305401.05843752844,60971.39903675472,5038.287114296028,15702.707341020618,495221.93721754185,16131.039833092702,833.8989662766053,30.71351948809605,321117.8778502094,20879.77717672823,1249.2126937904832,89252.03269295719,4002.9757498210847,17213.615704556436,18973.293483880567,507515.1747736367,5021.601565921331,35194.14429030657,93887.31839970929,114036.55618148787,4647.185934045623,2186509.32894768,0.8374724637136604
6:15 a.m.,19578.960387762,42817.3542039949,3177.562528660415,289802.43393253896,57706.24578918177,6450.192314794393,17439.76207340567,535542.9349073935,17297.22846763169,1018.9706283398696,36.70988843525169,350794.2946321957,19601.54138442917,2372.4091290898527,160080.78106440997,4612.999061997714,14005.978820559378,15472.482095678948,529346.4403003983,8667.864848850935,60843.25503444359,109825.68388135824,120082.03984765074,6433.902038987026,2393008.027262188,0.9165651853140505
6:30 a.m.,19537.10354589665,52459.08655823537,3770.8077818614815,291606.1215277124,58053.96790767981,8150.478288361431,17439.762073405673,521793.1599909103,17037.32413952102,974.6160002510916,35.70068188033069,384185.81099421147,19601.54138442917,2357.5065122955184,159012.8723282111,4612.999061997714,14005.978820559383,15472.48209567895,528957.4584539132,8667.864848850937,60843.2550344436,125804.08963307376,120082.03984765074,6433.902038987027,2440895.929550017,0.934907114607519
6:45 a.m.,20275.25404027517,62920.38714567257,4409.828962382841,291369.5298710203,58034.78457308165,10061.217468848005,17439.762073405673,536298.6455958276,17504.300832592235,1003.12608542761,37.14721127571748,401028.021866448,19601.54138442917,2619.109671440297,176546.50743133287,4612.999061997715,14005.978820559383,15472.48209567895,533725.4548226375,8667.864848850937,60843.25503444357,139453.32234652323,120082.03984765073,6433.902038987026,2522446.4631307884,0.9661424381302051
7:00 a.m.,20146.45405370336,76722.58193262952,5048.513740719225,301224.6925915173,60154.76591262189,12197.35452332156,17439.762073405673,533986.0403651717,17597.231936191198,1039.1799896021632,38.4171295239931,418058.6431924332,19601.54138442917,2568.4475023832624,173225.4273205082,4612.999061997713,14005.97882055938,15472.482095678948,532751.4191161556,8667.864848850933,60843.25503444357,152206.1693878372,120082.03984765073,6433.902038987026,2574125.1639003223,0.9859363115347205
7:15 a.m.,21675.679516211327,90619.45711454732,5881.630571915769,306773.42797123775,61008.04164475297,14259.541967483276,17554.13881629674,544599.571351364,17481.39184379551,1124.079491034893,39.2497249318029,424398.2516989721,18885.088830981556,3602.3964380090792,240740.05069631108,5010.752595455953,6922.2739110225575,7605.170346519112,568518.9188804768,15121.067963200832,106161.46513180569,158389.24154765316,126219.61361195405,7822.906660743285,2770413.408326676,1.0611182453510666
7:30 a.m.,21411.38513958677,106264.42102051686,6538.590398950846,334237.83218592964,66547.78667608004,16525.967588197134,17554.13881629674,497407.188991022,16096.693170006884,877.7742212517966,31.04992167306972,430309.3763324554,18885.088830981556,3488.070155445783,233161.6243234975,5010.752595455953,6922.273911022558,7605.170346519113,565779.9827507489,15121.067963200834,106161.46513180569,160456.25636316923,126219.61361195406,7822.906660743286,2770436.477106511,1.0611270811093354
